,region,price,year,manufacturer,model,condition,odometer,transmission,drive,type,paint_color
312,el paso,8500,2007,bmw,525i,fair,98418,automatic,rwd,sedan,grey
313,syracuse,1000,2005,hyundai,elantra,good,110000,automatic,fwd,sedan,blue
314,norfolk / hampton roads,11800,2006,chevrolet,express,excellent,168500,automatic,rwd,van,white
315,albuquerque,3999,2007,saturn,vue,good,156856,automatic,fwd,SUV,grey
316,houston,22399,2015,toyota,tundra sr5,excellent,1000,manual,rwd,pickup,silver
317,tulsa,8998,1991,mercedes-benz,benz 420sel,excellent,202364,automatic,rwd,sedan,white
318,lakeland,1500,2001,volvo,s60,fair,100000,automatic,fwd,sedan,white
319,ft myers / SW florida,37990,2017,mercedes-benz,e-class e 400,good,37088,other,rwd,other,blue
320,boise,14995,2011,ford,expedition 4x4,excellent,60172,automatic,4wd,SUV,grey
321,lancaster,12990,2017,chevrolet,spark ls hatchback 4d,good,10237,automatic,fwd,hatchback,grey
322,tyler / east TX,13990,2014,dodge,grand caravan passenger se,good,52690,other,fwd,van,black
323,joplin,10998,2013,chevrolet,silverado 1500,excellent,240105,automatic,rwd,truck,white
324,bellingham,106899,2004,ferrari,360 modena spyder,good,34123,automatic,rwd,convertible,red
325,phoenix,0,2015,infiniti,qx80 with driver assist,like new,52466,automatic,4wd,SUV,black
326,colorado springs,11999,2011,ford,explorer,good,136526,automatic,4wd,SUV,grey
327,jersey shore,30990,2014,chevrolet,silverado 2500 hd crew,good,49863,automatic,4wd,pickup,red
328,memphis,24990,2006,chevrolet,cc4500,good,110932,automatic,rwd,truck,white
329,central NJ,21999,1984,bmw,e30,good,10000,manual,rwd,coupe,white
330,mobile,0,2013,ford,f-150,like new,34699,automatic,rwd,truck,white
331,western massachusetts,17995,2018,subaru,forester premium,excellent,24200,automatic,4wd,SUV,blue
332,grand rapids,14990,2011,mercedes-benz,c-class c 300,good,62668,automatic,rwd,sedan,black
333,ventura county,12500,1991,jeep,wrangler,like new,161000,manual,4wd,SUV,black
334,minneapolis / st paul,7916,2010,hyundai,tucson,excellent,118705,automatic,4wd,SUV,black
335,south coast,5995,2005,mercedes-benz,c-class,excellent,115737,automatic,4wd,sedan,silver
336,maine,9995,2013,buick,encore,excellent,110000,automatic,4wd,SUV,grey
337,ocala,5950,2003,lincoln,town car,excellent,109000,automatic,rwd,sedan,custom
338,SF bay area,12995,2016,ram,promaster city cargo van,good,127000,automatic,fwd,van,white
339,south jersey,7973,2007,nissan,titan se,good,195592,automatic,rwd,pickup,white
340,south florida,10500,2012,toyota,camry se,excellent,74200,automatic,fwd,sedan,black
341,spokane / coeur d'alene,5000,1977,dodge,w200,fair,56500,automatic,4wd,truck,blue
342,greensboro,7500,2005,lexus,rx 330,excellent,152000,automatic,fwd,SUV,custom
343,ventura county,9995,2003,ford,e350 15-passenger,good,71496,automatic,rwd,van,silver
344,fort wayne,4350,2005,chevrolet,aveo ls,good,64425,manual,fwd,hatchback,blue
345,delaware,19990,2020,toyota,corolla hybrid le sedan,good,15672,automatic,fwd,sedan,red
346,austin,59995,2020,ram,2500,excellent,11790,automatic,4wd,pickup,white
347,monterey bay,18900,2018,jeep,compass sport,good,30268,other,fwd,other,white
348,"washington, DC",5975,2005,honda,civic lx 4-door sedan.,excellent,81000,automatic,fwd,sedan,silver
349,green bay,6495,2008,honda,accord ex-l,excellent,156000,automatic,fwd,sedan,white
350,tucson,18590,2017,ford,taurus sel sedan 4d,good,30215,other,fwd,sedan,white
351,athens,8995,2006,bmw,3 series,excellent,74720,automatic,rwd,sedan,grey
352,detroit metro,2500,2001,ford,f-150,good,212514,automatic,4wd,pickup,black
353,knoxville,4550,2016,kia,soul,excellent,214000,automatic,fwd,wagon,black
354,pittsburgh,2800,2012,dodge,grand caravan,good,270297,automatic,fwd,mini-van,grey
355,florence,26990,2013,jeep,wrangler unlimited sahara,good,42067,other,4wd,other,black
356,madison,13900,2006,jaguar,xk-series,good,86376,automatic,rwd,convertible,silver
357,maine,7999,2008,ford,f-350 sd,good,108526,other,4wd,truck,red
358,bloomington,12900,2004,jeep,wrangler,excellent,104000,manual,4wd,SUV,black
359,sacramento,8999,2014,toyota,prius 2010,like new,146073,automatic,fwd,sedan,black
360,st george,12987,2018,chevrolet,cruze,excellent,67852,automatic,fwd,hatchback,red
361,redding,16990,2016,toyota,camry xse sedan 4d,good,22770,automatic,fwd,sedan,blue
362,fredericksburg,3650,2003,chevrolet,monte carlo ss,good,135000,automatic,fwd,coupe,blue
363,richmond,8800,2012,honda,odyssey,excellent,166900,automatic,fwd,van,custom
364,vermont,3495,2006,subaru,impreza 2.5i,good,102500,automatic,4wd,hatchback,silver
365,grand forks,2980,2002,chevrolet,impala ls,good,141547,automatic,fwd,sedan,brown
366,new orleans,15500,2017,chevrolet,impala lt,excellent,79000,automatic,fwd,sedan,grey
367,modesto,20990,2015,infiniti,q50 3.7 sedan 4d,good,33245,automatic,rwd,sedan,black
368,hawaii,6995,2010,ford,fusion,excellent,104000,automatic,fwd,sedan,black
369,cincinnati,24990,2006,chevrolet,cc4500,good,116501,automatic,rwd,truck,white
370,birmingham,6995,1993,jeep,wrangler,good,132488,manual,4wd,SUV,white
371,minneapolis / st paul,9995,2000,gmc,sierra 2500,good,155019,automatic,4wd,truck,red
372,joplin,6900,2006,ford,f-150,good,142700,automatic,rwd,truck,white
373,richmond,13500,2014,toyota,camry se,excellent,67000,automatic,fwd,sedan,white
374,long island,5900,2008,honda,accord,excellent,131541,automatic,fwd,sedan,blue
375,fayetteville,14900,2019,chevrolet,cruze,excellent,35035,automatic,fwd,sedan,silver
376,san diego,4950,2008,mitsubishi,outlander xls,excellent,152900,automatic,4wd,SUV,grey
377,orlando,2500,2012,ford,f250 xlt,good,193622,automatic,4wd,truck,silver
378,detroit metro,5500,2010,chrysler,town & country,good,97500,automatic,fwd,mini-van,grey
379,monroe,29990,2015,toyota,tacoma double cab pickup,good,25806,other,4wd,pickup,red
380,cape cod / islands,10995,2013,honda,accord,excellent,121421,automatic,fwd,sedan,green
381,grand rapids,20400,2015,audi,q5 2.0t premium,excellent,38000,automatic,4wd,SUV,white
382,bend,20000,2015,toyota,rav4,excellent,39000,automatic,4wd,SUV,silver
383,delaware,23990,2012,dodge,challenger r/t coupe 2d,good,17017,other,rwd,coupe,red
384,toledo,5000,2008,nissan,altima,good,152000,automatic,fwd,coupe,black
385,asheville,35990,2018,dodge,challenger r/t scat pack,good,7292,other,rwd,coupe,black
386,albany,19990,2006,chevrolet,express cargo van,good,128887,automatic,rwd,truck,white
387,tucson,7300,2008,ford,expedition,excellent,207460,automatic,4wd,SUV,white
388,modesto,21990,2015,audi,a4 premium plus sedan 4d,good,22954,automatic,fwd,sedan,white
389,bloomington-normal,22990,2012,ford,mustang gt premium,good,18698,other,rwd,other,silver
390,raleigh / durham / CH,16990,2018,ford,ecosport titanium,excellent,33000,automatic,fwd,SUV,silver
391,columbus,2995,2000,acura,rl 3.5,like new,111000,automatic,fwd,sedan,brown
392,el paso,0,2019,toyota,tacoma 2wd sr5,good,11308,automatic,rwd,pickup,brown
393,sioux city,5700,1995,ford,f350 diesel powerstroke,good,315000,automatic,rwd,pickup,white
394,new york city,16990,2013,mercedes-benz,e-class e 350,good,77630,automatic,rwd,sedan,black
395,lansing,37590,2011,chevrolet,corvette grand sport,good,8707,other,rwd,other,orange
396,waco,9995,2008,lexus,rx 350,excellent,105560,automatic,4wd,SUV,white
397,seattle-tacoma,15800,2012,nissan,nv2500 hd,good,78636,automatic,rwd,van,white
398,new hampshire,10500,2006,subaru,wrx sti,good,130000,manual,4wd,coupe,grey
399,colorado springs,23895,2018,subaru,wrx,good,33297,manual,4wd,sedan,blue
400,sarasota-bradenton,0,2014,nissan,pathfinder,excellent,84026,automatic,fwd,SUV,black
401,monterey bay,30990,2014,chevrolet,silverado 2500 hd crew,good,49863,automatic,4wd,pickup,red
402,columbus,4995,2007,mitsubishi,eclipse gt,like new,98000,automatic,fwd,coupe,grey
403,indianapolis,16990,2006,chevrolet,express cargo van,good,176894,automatic,rwd,truck,white
404,colorado springs,6500,2008,lincoln,mkz,excellent,73952,automatic,fwd,sedan,black
405,greensboro,21990,2012,toyota,tacoma access cab pickup,good,51707,other,4wd,pickup,white
406,pittsburgh,25990,2011,bmw,m3 coupe 2d,good,89189,other,rwd,coupe,black
407,dallas / fort worth,1500,2000,chevrolet,astro cargo van,good,185000,automatic,fwd,van,white
408,northwest CT,9500,2006,mercedes-benz,clk350,excellent,78700,automatic,rwd,coupe,blue
409,charlotte,6000,2008,nissan,sentra,good,68298,automatic,fwd,sedan,red
410,fort wayne,7500,2000,chevrolet,camaro,excellent,82000,automatic,rwd,convertible,white
411,bowling green,28900,2019,chevrolet,silverado 1500,like new,16214,automatic,rwd,truck,white
412,mobile,20995,2008,jeep,wrangler,good,109673,automatic,4wd,SUV,green
413,salem,9995,2010,toyota,highlander,excellent,218934,automatic,fwd,SUV,grey
414,roanoke,15590,2017,volkswagen,cc 2.0t sport sedan,good,53281,automatic,fwd,sedan,black
415,green bay,12590,2014,ford,focus se hatchback 4d,good,22559,automatic,fwd,hatchback,black
416,okaloosa / walton,10995,2015,mitsubishi,outlander,good,111265,automatic,fwd,SUV,red
417,prescott,5000,2006,jeep,commander,good,163000,automatic,fwd,SUV,black
418,ventura county,9990,2009,volkswagen,cc sport sedan 4d,good,88842,automatic,fwd,sedan,blue
419,asheville,37590,2019,ford,f150 supercrew cab xlt,good,9316,other,4wd,pickup,red
420,bellingham,1900,2006,chevrolet,monte carlo lt,good,260000,automatic,fwd,coupe,black
421,boise,199,2013,chevrolet,impala,excellent,73181,automatic,fwd,sedan,grey
422,louisville,34990,2016,ford,super duty f-650 straight frame,good,108302,automatic,rwd,truck,white
423,sacramento,0,2018,kia,optima,excellent,29000,automatic,fwd,sedan,grey
424,rhode island,41500,2015,cadillac,escalade premium,excellent,64155,automatic,4wd,SUV,black
425,rochester,5500,2009,pontiac,vibe,good,118000,automatic,fwd,hatchback,silver
426,north jersey,3400,2005,gmc,envoy,like new,153200,automatic,4wd,SUV,grey
427,dubuque,5975,2006,subaru,outback 2.5i premium awd,excellent,92208,automatic,4wd,SUV,silver
428,spokane / coeur d'alene,3995,2004,chevrolet,impala,good,170722,automatic,fwd,sedan,grey
429,northwest OK,0,2012,ram,2500,excellent,183695,automatic,4wd,pickup,black
430,palm springs,4800,2002,chevrolet,tahoe,fair,200000,automatic,4wd,SUV,white
431,bakersfield,16500,2007,porsche,cayman,good,96000,automatic,rwd,hatchback,white
432,eugene,33995,2016,chevrolet,tahoe,excellent,79966,automatic,4wd,SUV,grey
433,fargo / moorhead,7000,2002,chevrolet,avalanche,excellent,160000,automatic,4wd,truck,red
434,omaha / council bluffs,16225,2017,chevrolet,express passenger,excellent,82750,automatic,rwd,van,grey
435,SF bay area,20590,2014,bmw,4 series 428i coupe 2d,good,39782,other,rwd,coupe,black
436,minneapolis / st paul,2700,2002,subaru,forester,good,218000,automatic,4wd,SUV,silver
437,chattanooga,23995,2016,chevrolet,silverado 1500,excellent,140641,automatic,4wd,truck,white
438,memphis,3500,2008,pontiac,grand prix,good,164000,automatic,fwd,sedan,silver
439,cape cod / islands,10995,2013,chrysler,town and country,excellent,123468,automatic,fwd,mini-van,blue
440,st cloud,43990,2019,toyota,tacoma double cab trd pro,good,6653,other,4wd,pickup,white
441,billings,21995,2015,ram,1500 4x4,like new,127722,automatic,4wd,truck,grey
442,pittsburgh,7595,2011,hyundai,elantra touring se,excellent,66000,automatic,fwd,hatchback,silver
443,north dakota,29995,2017,ford,f-150 xlt 4x4,like new,84043,automatic,4wd,truck,grey
444,denver,19500,2000,gmc,sierra 3500 hd stake bed,excellent,46457,automatic,rwd,truck,white
445,spokane / coeur d'alene,5995,1997,toyota,celica gt,excellent,172000,manual,fwd,coupe,red
446,worcester / central MA,2250,2004,pontiac,grand prix gtp,fair,182826,automatic,fwd,sedan,grey
447,rochester,11495,2013,honda,crv,like new,129760,automatic,4wd,SUV,grey
448,frederick,13995,2014,gmc,2500 savana cargo,excellent,99366,automatic,rwd,van,white
449,phoenix,2900,1999,mercury,mystique,excellent,102000,automatic,fwd,sedan,red
450,modesto,42990,2017,ford,expedition limited sport,good,39941,automatic,4wd,other,black
451,philadelphia,12500,2012,dodge,charger,like new,108000,automatic,rwd,other,white
452,worcester / central MA,4999,2011,kia,forte hatchback,excellent,111000,automatic,fwd,hatchback,black
453,"st louis, MO",6490,2014,volkswagen,passat s,excellent,142894,automatic,fwd,sedan,silver
454,columbia / jeff city,7777,2013,ford,c-max energi sel,good,105601,automatic,fwd,hatchback,silver
455,oklahoma city,6500,2011,toyota,camry le,excellent,165333,automatic,fwd,sedan,silver
456,gainesville,16900,2019,toyota,corolla,excellent,3715,automatic,fwd,sedan,white
457,charleston,12990,2013,bmw,335i,excellent,89000,automatic,rwd,coupe,black
458,hawaii,1700,2004,chevrolet,suburban,good,152000,automatic,fwd,SUV,black
459,new orleans,6990,2002,gmc,envoy,good,91400,automatic,4wd,SUV,custom
460,fredericksburg,20590,2015,mazda,mx-5 miata club,good,4272,other,rwd,other,red
461,grand rapids,13995,2013,ford,f-150,excellent,170456,automatic,4wd,truck,grey
462,delaware,5995,2009,volkswagen,routan,good,139164,automatic,fwd,van,silver
463,mobile,9890,2007,toyota,4runner sr5,excellent,178559,automatic,4wd,SUV,brown
464,charlotte,6750,2007,lexus,rx 350,good,145197,automatic,fwd,SUV,silver
465,ithaca,34995,2012,ford,super duty f-350 drw xl,good,17207,automatic,rwd,pickup,white
466,fort collins / north CO,4700,1999,cadillac,escalade,excellent,119000,automatic,4wd,SUV,black
467,madison,41990,2019,chevrolet,suburban lt sport,good,44881,other,4wd,SUV,grey
468,buffalo,9995,2008,chevrolet,silverado 1500,excellent,173809,automatic,4wd,truck,blue
469,columbus,3000,2006,jeep,grand cherokee laredo,excellent,161318,automatic,4wd,SUV,white
470,south coast,2000,2008,audi,a4 2.0t quattro,good,209000,automatic,4wd,sedan,grey
471,western massachusetts,12995,2014,chevrolet,equinox ltz,excellent,111200,automatic,4wd,SUV,black
472,missoula,17395,2009,subaru,impreza wrx,excellent,65856,manual,4wd,wagon,black
473,meadville,28990,2016,ford,mustang gt premium,good,29663,automatic,rwd,other,red
474,panama city,21900,2019,ford,fusion titanium awd gas,like new,30688,automatic,4wd,sedan,silver
475,baltimore,13994,2014,lexus,es 350,good,121707,automatic,fwd,sedan,silver
476,fayetteville,13214,2016,toyota,prius two,good,101390,automatic,fwd,hatchback,silver
477,bend,34995,2014,ram,3500,excellent,57555,automatic,4wd,pickup,white
478,orlando,3500,1998,ford,f-150,good,145000,automatic,rwd,pickup,red
479,oklahoma city,8995,2009,honda,cr-v ex-l,excellent,142052,automatic,4wd,SUV,black
480,wichita falls,22990,2013,chevrolet,silverado 1500,good,68708,other,4wd,pickup,silver
481,ft myers / SW florida,16500,2003,ford,thunderbird,like new,35215,automatic,rwd,convertible,red
482,columbus,3995,2002,acura,tl,excellent,121636,automatic,fwd,sedan,silver
483,east idaho,33995,2014,gmc,sierra 1500 denali,like new,81500,automatic,4wd,truck,black
484,skagit / island / SJI,19950,2014,kia,sorrento sxl limited,excellent,33000,automatic,4wd,SUV,grey
485,wyoming,12500,2012,gmc,savana 2500,excellent,90300,automatic,rwd,van,white
486,dayton / springfield,9250,2015,honda,civic,excellent,102000,automatic,fwd,sedan,black
487,fredericksburg,8250,2012,audi,q5 2.0t premium plus,excellent,225000,automatic,4wd,SUV,grey
488,roanoke,5999,2004,nissan,armada se,excellent,179860,automatic,rwd,SUV,white
489,roanoke,6995,2008,cadillac,cts awd,excellent,89365,automatic,4wd,sedan,white
490,fort collins / north CO,29990,2017,jeep,grand cherokee trailhawk,excellent,71247,automatic,4wd,SUV,white
491,augusta,14990,2015,volkswagen,golf tdi s hatchback,good,41015,automatic,fwd,sedan,silver
492,syracuse,4495,2003,toyota,sienna xle,good,177558,automatic,fwd,mini-van,white
493,kalispell,3500,2005,chrysler,pt cruiser,good,183200,manual,fwd,sedan,silver
494,mankato,29990,2017,jeep,wrangler unlimited willys,good,18181,other,4wd,other,white
495,indianapolis,4500,2004,chevrolet,silverado,good,245000,automatic,4wd,truck,blue
496,las cruces,8000,2007,ford,mustang convertible,excellent,110145,automatic,rwd,convertible,silver
497,orlando,3200,2006,chrysler,pt cruiser,excellent,118383,automatic,fwd,hatchback,blue
498,albuquerque,41995,2017,ford,f-250 sd,good,91452,automatic,4wd,truck,silver
499,las vegas,3900,2008,dodge,caliber sxt,good,119428,automatic,fwd,hatchback,orange
500,tri-cities,16990,2016,toyota,camry xse sedan 4d,good,22770,automatic,fwd,sedan,blue
501,omaha / council bluffs,2000,2010,ford,focus,good,274640,manual,fwd,sedan,white
502,chattanooga,15989,2018,ford,escape,good,75344,automatic,fwd,SUV,silver
503,greensboro,7900,2018,chevrolet,sonic lt,like new,21000,automatic,fwd,sedan,grey
504,san luis obispo,11500,1980,pontiac,trans am,good,110345,automatic,rwd,sedan,silver
505,dallas / fort worth,15900,2015,infiniti,qx60,like new,75368,automatic,rwd,SUV,blue
506,jacksonville,9995,2014,toyota,corolla s,excellent,30000,automatic,fwd,sedan,white
507,richmond,2300,2004,dodge,intrepid es,excellent,148435,automatic,fwd,sedan,grey
508,cape cod / islands,8900,2012,nissan,murano sv,excellent,116118,automatic,4wd,SUV,grey
509,columbia,30990,2016,toyota,4runner sr5 sport utility,good,42068,automatic,4wd,other,black
510,muncie / anderson,39990,2014,chevrolet,camaro zl1 coupe 2d,good,32383,automatic,rwd,coupe,black
511,palm springs,11500,2007,rover,hse,good,73000,automatic,4wd,SUV,white
512,san luis obispo,20495,2019,gmc,terrain slt,like new,47000,automatic,fwd,SUV,silver
513,fresno / madera,13990,2015,mazda,mazda6 i touring sedan 4d,good,88449,automatic,fwd,sedan,blue
514,yuma,5995,2008,bmw,325i,excellent,103000,automatic,rwd,sedan,black
515,yakima,4988,2004,mercedes-benz,c-class,excellent,115884,automatic,4wd,sedan,blue
516,knoxville,22990,2017,volkswagen,golf gti sport,good,18343,other,fwd,sedan,blue
517,new york city,25990,2019,gmc,acadia sle-1 sport utility,good,10012,other,fwd,other,blue
518,maine,24700,2017,mercedes-benz,benz,excellent,31093,automatic,4wd,sedan,white
519,santa barbara,36990,2016,bmw,7 series 740i sedan 4d,good,31135,automatic,rwd,sedan,silver
520,amarillo,3500,2008,chevrolet,impala,excellent,175,automatic,fwd,sedan,silver
